asset_id,original_file_name,new_file_name,file_path,file_type,media_format,source_folder,source_drive_link,import_date,status,media_category,product_type,texture,length_visible_estimate,color_tone,density_visible_estimate,closure_or_frontal_visible,wig_visible,bundle_count_visible,install_state,visual_quality_score,lighting_quality_score,clarity_score,luxury_score,usable_for_website,usable_for_instagram,usable_for_ads,usable_for_product_page,usable_for_blog,needs_manual_review,review_notes,candidate_sku,candidate_collection,campaign_angle,caption_angle,customer_persona_fit,funnel_stage_fit,priority_rank,suggested_alt_text,suggested_title,suggested_short_description,suggested_tags,markdown_reference_path
AST-0146,IMG_0225.jpg,raw-bone-straight-26in-13x4-wig-372usd.jpg,assets/processed/raw-bone-straight-26in-13x4-wig-372usd.jpg,image,jpg,Local,,2026-04-03,processed,,wig,bone_straight,26,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 372USD,,,,,,,5,,,,,
AST-0147,IMG_0353.jpg,virgin-straight-assorted-bundles-48usd.jpg,assets/processed/virgin-straight-assorted-bundles-48usd.jpg,image,jpg,Local,,2026-04-03,processed,,bundle,virgin_straight,,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 48USD,,,,,,,5,,,,,
AST-0148,IMG_0354.jpg,virgin-straight-assorted-bundles-48usd-2.jpg,assets/processed/virgin-straight-assorted-bundles-48usd-2.jpg,image,jpg,Local,,2026-04-03,processed,,bundle,virgin_straight,,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 48USD,,,,,,,5,,,,,
AST-0149,IMG_0355.jpg,virgin-straight-14in-bundles-48usd-2.jpg,assets/processed/virgin-straight-14in-bundles-48usd-2.jpg,image,jpg,Local,,2026-04-03,processed,,bundle,virgin_straight,14,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 48USD,,,,,,,5,,,,,
AST-0150,IMG_0356.jpg,virgin-straight-assorted-bundles-48usd-3.jpg,assets/processed/virgin-straight-assorted-bundles-48usd-3.jpg,image,jpg,Local,,2026-04-03,processed,,bundle,virgin_straight,,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 48USD,,,,,,,5,,,,,
AST-0151,IMG_0385.jpg,raw-bone-straight-24in-13x4-piano-wig-340usd-3.jpg,assets/processed/raw-bone-straight-24in-13x4-piano-wig-340usd-3.jpg,image,jpg,Local,,2026-04-03,processed,,wig,bone_straight,24,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 340USD,,,,,,,5,,,,,
AST-0152,IMG_0387.jpg,raw-bone-straight-24in-13x4-piano-wig-340usd-2.jpg,assets/processed/raw-bone-straight-24in-13x4-piano-wig-340usd-2.jpg,image,jpg,Local,,2026-04-03,processed,,wig,bone_straight,24,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 340USD,,,,,,,5,,,,,
AST-0153,IMG_0401.jpg,raw-bone-straight-24in-5x5-brown-wig-262usd-3.jpg,assets/processed/raw-bone-straight-24in-5x5-brown-wig-262usd-3.jpg,image,jpg,Local,,2026-04-03,processed,,wig,bone_straight,24,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 262USD,,,,,,,5,,,,,
AST-0154,IMG_0402.jpg,raw-bone-straight-24in-5x5-brown-wig-262usd-4.jpg,assets/processed/raw-bone-straight-24in-5x5-brown-wig-262usd-4.jpg,image,jpg,Local,,2026-04-03,processed,,wig,bone_straight,24,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 262USD,,,,,,,5,,,,,
AST-0155,IMG_1077.jpg,raw-deep-wave-18in-bundles-40usd.jpg,assets/processed/raw-deep-wave-18in-bundles-40usd.jpg,image,jpg,Local,,2026-04-03,processed,,bundle,deep_wave,18,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 40USD,,,,,,,5,,,,,
AST-0156,IMG_1351.jpg,raw-bone-straight-22in-5x5-wig-pair-259usd.jpg,assets/processed/raw-bone-straight-22in-5x5-wig-pair-259usd.jpg,image,jpg,Local,,2026-04-03,processed,,wig,bone_straight,22,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 259USD,,,,,,,5,,,,,
AST-0157,IMG_1352.jpg,raw-bone-straight-22in-5x5-wig-259usd.jpg,assets/processed/raw-bone-straight-22in-5x5-wig-259usd.jpg,image,jpg,Local,,2026-04-03,processed,,wig,bone_straight,22,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 259USD,,,,,,,5,,,,,
AST-0158,IMG_1480.jpg,virgin-body-wave-14in-copper-bundles-66usd.jpg,assets/processed/virgin-body-wave-14in-copper-bundles-66usd.jpg,image,jpg,Local,,2026-04-03,processed,,bundle,body_wave,14,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 66USD,,,,,,,5,,,,,
AST-0159,IMG_1675.jpg,raw-body-wave-22in-5x5-wig-220usd-2.jpg,assets/processed/raw-body-wave-22in-5x5-wig-220usd-2.jpg,image,jpg,Local,,2026-04-03,processed,,wig,body_wave,22,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 220USD,,,,,,,5,,,,,
AST-0160,IMG_1677.jpg,raw-bone-straight-18in-5x5-honey-wig-235usd.jpg,assets/processed/raw-bone-straight-18in-5x5-honey-wig-235usd.jpg,image,jpg,Local,,2026-04-03,processed,,wig,bone_straight,18,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 235USD,,,,,,,5,,,,,
AST-0161,IMG_1724.jpg,raw-bone-straight-22in-13x4-wig-289usd.jpg,assets/processed/raw-bone-straight-22in-13x4-wig-289usd.jpg,image,jpg,Local,,2026-04-03,processed,,wig,bone_straight,22,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 289USD,,,,,,,5,,,,,
AST-0162,IMG_1729.jpg,raw-bone-straight-24in-5x5-brown-wig-262usd-5.jpg,assets/processed/raw-bone-straight-24in-5x5-brown-wig-262usd-5.jpg,image,jpg,Local,,2026-04-03,processed,,wig,bone_straight,24,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 262USD,,,,,,,5,,,,,
AST-0163,IMG_1730.jpg,raw-bone-straight-24in-5x5-brown-wig-262usd-6.jpg,assets/processed/raw-bone-straight-24in-5x5-brown-wig-262usd-6.jpg,image,jpg,Local,,2026-04-03,processed,,wig,bone_straight,24,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 262USD,,,,,,,5,,,,,
AST-0164,IMG_1731.jpg,raw-bone-straight-22in-5x5-wig-top-259usd.jpg,assets/processed/raw-bone-straight-22in-5x5-wig-top-259usd.jpg,image,jpg,Local,,2026-04-03,processed,,wig,bone_straight,22,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 259USD,,,,,,,5,,,,,
AST-0165,IMG_1732.jpg,raw-bone-straight-24in-5x5-brown-wig-262usd-7.jpg,assets/processed/raw-bone-straight-24in-5x5-brown-wig-262usd-7.jpg,image,jpg,Local,,2026-04-03,processed,,wig,bone_straight,24,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 262USD,,,,,,,5,,,,,
AST-0166,IMG_1751.jpg,raw-bone-straight-24in-ombre-bundles-75usd.jpg,assets/processed/raw-bone-straight-24in-ombre-bundles-75usd.jpg,image,jpg,Local,,2026-04-03,processed,,bundle,bone_straight,24,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 75USD,,,,,,,5,,,,,
AST-0167,IMG_1752.jpg,raw-bone-straight-24in-ombre-bundles-75usd-3.jpg,assets/processed/raw-bone-straight-24in-ombre-bundles-75usd-3.jpg,image,jpg,Local,,2026-04-03,processed,,bundle,bone_straight,24,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 75USD,,,,,,,5,,,,,
AST-0168,IMG_1760.jpg,raw-bone-straight-18in-highlight-bundles-60usd-2.jpg,assets/processed/raw-bone-straight-18in-highlight-bundles-60usd-2.jpg,image,jpg,Local,,2026-04-03,processed,,bundle,bone_straight,18,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 60USD,,,,,,,5,,,,,
AST-0169,IMG_1761.jpg,raw-bone-straight-18in-highlight-bundles-60usd.jpg,assets/processed/raw-bone-straight-18in-highlight-bundles-60usd.jpg,image,jpg,Local,,2026-04-03,processed,,bundle,bone_straight,18,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 60USD,,,,,,,5,,,,,
AST-0170,IMG_1865.jpg,raw-bone-straight-20in-bundles-128usd.jpg,assets/processed/raw-bone-straight-20in-bundles-128usd.jpg,image,jpg,Local,,2026-04-03,processed,,bundle,bone_straight,20,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 128USD,,,,,,,5,,,,,
AST-0171,IMG_1866.jpg,raw-body-wave-18in-bundle-40usd-2.jpg,assets/processed/raw-body-wave-18in-bundle-40usd-2.jpg,image,jpg,Local,,2026-04-03,processed,,bundle,body_wave,18,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 40USD,,,,,,,5,,,,,
AST-0172,IMG_1872.jpg,raw-body-wave-24in-13x4-highlight-wig-289usd.jpg,assets/processed/raw-body-wave-24in-13x4-highlight-wig-289usd.jpg,image,jpg,Local,,2026-04-03,processed,,wig,body_wave,24,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 289USD,,,,,,,5,,,,,
AST-0173,IMG_1873.jpg,raw-body-wave-24in-13x4-highlight-wig-289usd-2.jpg,assets/processed/raw-body-wave-24in-13x4-highlight-wig-289usd-2.jpg,image,jpg,Local,,2026-04-03,processed,,wig,body_wave,24,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 289USD,,,,,,,5,,,,,
AST-0174,IMG_1876.jpg,raw-body-wave-24in-13x4-highlight-wig-289usd-3.jpg,assets/processed/raw-body-wave-24in-13x4-highlight-wig-289usd-3.jpg,image,jpg,Local,,2026-04-03,processed,,wig,body_wave,24,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 289USD,,,,,,,5,,,,,
AST-0175,IMG_1879.jpg,raw-deep-wave-18in-5x5-wig-186usd-3.jpg,assets/processed/raw-deep-wave-18in-5x5-wig-186usd-3.jpg,image,jpg,Local,,2026-04-03,processed,,wig,deep_wave,18,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 186USD,,,,,,,5,,,,,
AST-0176,IMG_1987.jpg,virgin-straight-22in-platinum-bundles-55usd-3.jpg,assets/processed/virgin-straight-22in-platinum-bundles-55usd-3.jpg,image,jpg,Local,,2026-04-03,processed,,bundle,virgin_straight,22,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 55USD,,,,,,,5,,,,,
AST-0177,IMG_2001.jpg,virgin-straight-22in-platinum-bundles-55usd.jpg,assets/processed/virgin-straight-22in-platinum-bundles-55usd.jpg,image,jpg,Local,,2026-04-03,processed,,bundle,virgin_straight,22,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 55USD,,,,,,,5,,,,,
AST-0178,IMG_2002.jpg,virgin-straight-22in-platinum-bundles-55usd-2.jpg,assets/processed/virgin-straight-22in-platinum-bundles-55usd-2.jpg,image,jpg,Local,,2026-04-03,processed,,bundle,virgin_straight,22,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 55USD,,,,,,,5,,,,,
AST-0179,IMG_2010.jpg,virgin-straight-20in-blonde-bundles-51usd.jpg,assets/processed/virgin-straight-20in-blonde-bundles-51usd.jpg,image,jpg,Local,,2026-04-03,processed,,bundle,virgin_straight,20,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 51USD,,,,,,,5,,,,,
AST-0180,IMG_2526.jpg,virgin-straight-12in-5x5-blonde-bob-wig-101usd.jpg,assets/processed/virgin-straight-12in-5x5-blonde-bob-wig-101usd.jpg,image,jpg,Local,,2026-04-03,processed,,wig,virgin_straight,12,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 101USD,,,,,,,5,,,,,
AST-0181,IMG_3303.jpg,raw-body-wave-20in-5x5-wig-205usd.jpg,assets/processed/raw-body-wave-20in-5x5-wig-205usd.jpg,image,jpg,Local,,2026-04-03,processed,,wig,body_wave,20,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 205USD,,,,,,,5,,,,,
AST-0182,IMG_3803.jpg,raw-deep-wave-18in-bundle-40usd-3.jpg,assets/processed/raw-deep-wave-18in-bundle-40usd-3.jpg,image,jpg,Local,,2026-04-03,processed,,bundle,deep_wave,18,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 40USD,,,,,,,5,,,,,
AST-0183,IMG_3916.jpg,raw-deep-wave-18in-bundles-102usd.jpg,assets/processed/raw-deep-wave-18in-bundles-102usd.jpg,image,jpg,Local,,2026-04-03,processed,,bundle,deep_wave,18,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 102USD,,,,,,,5,,,,,
AST-0184,IMG_3918.jpg,raw-deep-wave-18in-5x5-wig-top-186usd.jpg,assets/processed/raw-deep-wave-18in-5x5-wig-top-186usd.jpg,image,jpg,Local,,2026-04-03,processed,,wig,deep_wave,18,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 186USD,,,,,,,5,,,,,
AST-0185,IMG_3919.jpg,raw-deep-wave-18in-5x5-wig-top-186usd-2.jpg,assets/processed/raw-deep-wave-18in-5x5-wig-top-186usd-2.jpg,image,jpg,Local,,2026-04-03,processed,,wig,deep_wave,18,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 186USD,,,,,,,5,,,,,
AST-0186,IMG_4031.jpg,virgin-straight-20in-burgundy-bundles-51usd.jpg,assets/processed/virgin-straight-20in-burgundy-bundles-51usd.jpg,image,jpg,Local,,2026-04-03,processed,,bundle,virgin_straight,20,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 51USD,,,,,,,5,,,,,
AST-0187,IMG_4038.jpg,virgin-straight-22in-blonde-bundles-55usd-2.jpg,assets/processed/virgin-straight-22in-blonde-bundles-55usd-2.jpg,image,jpg,Local,,2026-04-03,processed,,bundle,virgin_straight,22,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 55USD,,,,,,,5,,,,,
AST-0188,IMG_4039.jpg,virgin-straight-22in-blonde-bundles-55usd.jpg,assets/processed/virgin-straight-22in-blonde-bundles-55usd.jpg,image,jpg,Local,,2026-04-03,processed,,bundle,virgin_straight,22,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 55USD,,,,,,,5,,,,,
AST-0189,IMG_4161.jpg,raw-body-wave-18in-bundles-102usd.jpg,assets/processed/raw-body-wave-18in-bundles-102usd.jpg,image,jpg,Local,,2026-04-03,processed,,bundle,body_wave,18,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 102USD,,,,,,,5,,,,,
AST-0190,IMG_4164.jpg,raw-body-wave-18in-bundles-closure-155usd-2.jpg,assets/processed/raw-body-wave-18in-bundles-closure-155usd-2.jpg,image,jpg,Local,,2026-04-03,processed,,bundle,body_wave,18,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 155USD,,,,,,,5,,,,,
AST-0191,IMG_4174.jpg,raw-bone-straight-18in-closure-30usd.jpg,assets/processed/raw-bone-straight-18in-closure-30usd.jpg,image,jpg,Local,,2026-04-03,processed,,closure,bone_straight,18,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 30USD,,,,,,,5,,,,,
AST-0192,IMG_4176.jpg,raw-bone-straight-18in-closure-30usd-2.jpg,assets/processed/raw-bone-straight-18in-closure-30usd-2.jpg,image,jpg,Local,,2026-04-03,processed,,closure,bone_straight,18,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 30USD,,,,,,,5,,,,,
AST-0193,IMG_4207.jpg,raw-bone-straight-24in-5x5-brown-wig-262usd.jpg,assets/processed/raw-bone-straight-24in-5x5-brown-wig-262usd.jpg,image,jpg,Local,,2026-04-03,processed,,wig,bone_straight,24,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 262USD,,,,,,,5,,,,,
AST-0194,IMG_4212.jpg,virgin-straight-22in-13x4-burgundy-wig-233usd.jpg,assets/processed/virgin-straight-22in-13x4-burgundy-wig-233usd.jpg,image,jpg,Local,,2026-04-03,processed,,wig,virgin_straight,22,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 233USD,,,,,,,5,,,,,
AST-0195,IMG_4214.jpg,virgin-straight-22in-13x4-burgundy-wig-233usd-2.jpg,assets/processed/virgin-straight-22in-13x4-burgundy-wig-233usd-2.jpg,image,jpg,Local,,2026-04-03,processed,,wig,virgin_straight,22,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 233USD,,,,,,,5,,,,,
AST-0196,IMG_4218.jpg,raw-bone-straight-24in-5x5-brown-wig-262usd-8.jpg,assets/processed/raw-bone-straight-24in-5x5-brown-wig-262usd-8.jpg,image,jpg,Local,,2026-04-03,processed,,wig,bone_straight,24,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 262USD,,,,,,,5,,,,,
AST-0197,IMG_4222.jpg,raw-bone-straight-24in-5x5-brown-wig-262usd-2.jpg,assets/processed/raw-bone-straight-24in-5x5-brown-wig-262usd-2.jpg,image,jpg,Local,,2026-04-03,processed,,wig,bone_straight,24,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 262USD,,,,,,,5,,,,,
AST-0198,IMG_4305.jpg,raw-bone-straight-20in-bundles-170usd.jpg,assets/processed/raw-bone-straight-20in-bundles-170usd.jpg,image,jpg,Local,,2026-04-03,processed,,bundle,bone_straight,20,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 170USD,,,,,,,5,,,,,
AST-0199,IMG_4314.jpg,raw-bone-straight-20in-bundles-closure-149usd.jpg,assets/processed/raw-bone-straight-20in-bundles-closure-149usd.jpg,image,jpg,Local,,2026-04-03,processed,,bundle,bone_straight,20,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 149USD,,,,,,,5,,,,,
AST-0200,IMG_4324.jpg,virgin-body-wave-14in-highlight-bob-wig-128usd-2.jpg,assets/processed/virgin-body-wave-14in-highlight-bob-wig-128usd-2.jpg,image,jpg,Local,,2026-04-03,processed,,wig,body_wave,14,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 128USD,,,,,,,5,,,,,
AST-0201,IMG_4325.jpg,virgin-body-wave-14in-highlight-bob-wig-128usd.jpg,assets/processed/virgin-body-wave-14in-highlight-bob-wig-128usd.jpg,image,jpg,Local,,2026-04-03,processed,,wig,body_wave,14,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 128USD,,,,,,,5,,,,,
AST-0202,IMG_4328.jpg,raw-bone-straight-20in-frontal-38usd.jpg,assets/processed/raw-bone-straight-20in-frontal-38usd.jpg,image,jpg,Local,,2026-04-03,processed,,frontal,bone_straight,20,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 38USD,,,,,,,5,,,,,
AST-0203,IMG_5439.jpg,raw-bone-straight-22in-frontal-42usd.jpg,assets/processed/raw-bone-straight-22in-frontal-42usd.jpg,image,jpg,Local,,2026-04-03,processed,,frontal,bone_straight,22,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 42USD,,,,,,,5,,,,,
AST-0204,IMG_7853.jpg,virgin-body-wave-14in-red-black-wig-128usd.jpg,assets/processed/virgin-body-wave-14in-red-black-wig-128usd.jpg,image,jpg,Local,,2026-04-03,processed,,wig,body_wave,14,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 128USD,,,,,,,5,,,,,
AST-0205,IMG_7860.jpg,virgin-body-wave-14in-red-black-wig-128usd-2.jpg,assets/processed/virgin-body-wave-14in-red-black-wig-128usd-2.jpg,image,jpg,Local,,2026-04-03,processed,,wig,body_wave,14,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 128USD,,,,,,,5,,,,,
AST-0206,IMG_7861.jpg,virgin-body-wave-14in-red-black-wig-128usd-4.jpg,assets/processed/virgin-body-wave-14in-red-black-wig-128usd-4.jpg,image,jpg,Local,,2026-04-03,processed,,wig,body_wave,14,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 128USD,,,,,,,5,,,,,
AST-0207,IMG_7863.jpg,virgin-body-wave-14in-red-black-wig-128usd-3.jpg,assets/processed/virgin-body-wave-14in-red-black-wig-128usd-3.jpg,image,jpg,Local,,2026-04-03,processed,,wig,body_wave,14,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 128USD,,,,,,,5,,,,,
AST-0208,insta-ads/IMG_1675.jpeg,raw-body-wave-22in-5x5-wig-220usd-2.jpg,assets/processed/raw-body-wave-22in-5x5-wig-220usd-2.jpg,image,jpg,Local,,2026-04-03,processed,,wig,body_wave,22,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 220USD,,,,,,,5,,,,,
AST-0209,insta-ads/IMG_1729.jpeg,raw-bone-straight-24in-5x5-brown-wig-262usd-5.jpg,assets/processed/raw-bone-straight-24in-5x5-brown-wig-262usd-5.jpg,image,jpg,Local,,2026-04-03,processed,,wig,bone_straight,24,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 262USD,,,,,,,5,,,,,
AST-0210,insta-ads/IMG_1866.jpeg,raw-body-wave-18in-bundle-40usd-2.jpg,assets/processed/raw-body-wave-18in-bundle-40usd-2.jpg,image,jpg,Local,,2026-04-03,processed,,bundle,body_wave,18,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 40USD,,,,,,,5,,,,,
AST-0211,insta-ads/IMG_1876.jpeg,raw-body-wave-24in-13x4-highlight-wig-289usd-3.jpg,assets/processed/raw-body-wave-24in-13x4-highlight-wig-289usd-3.jpg,image,jpg,Local,,2026-04-03,processed,,wig,body_wave,24,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 289USD,,,,,,,5,,,,,
AST-0212,insta-ads/IMG_2526.jpeg,virgin-straight-12in-5x5-blonde-bob-wig-101usd.jpg,assets/processed/virgin-straight-12in-5x5-blonde-bob-wig-101usd.jpg,image,jpg,Local,,2026-04-03,processed,,wig,virgin_straight,12,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 101USD,,,,,,,5,,,,,
AST-0213,insta-ads/IMG_3803.jpeg,raw-deep-wave-18in-bundle-40usd-3.jpg,assets/processed/raw-deep-wave-18in-bundle-40usd-3.jpg,image,jpg,Local,,2026-04-03,processed,,bundle,deep_wave,18,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 40USD,,,,,,,5,,,,,
AST-0214,insta-ads/IMG_4031.jpeg,virgin-straight-20in-burgundy-bundles-51usd.jpg,assets/processed/virgin-straight-20in-burgundy-bundles-51usd.jpg,image,jpg,Local,,2026-04-03,processed,,bundle,virgin_straight,20,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 51USD,,,,,,,5,,,,,
AST-0215,insta-ads/IMG_4212.jpeg,virgin-straight-22in-13x4-burgundy-wig-233usd.jpg,assets/processed/virgin-straight-22in-13x4-burgundy-wig-233usd.jpg,image,jpg,Local,,2026-04-03,processed,,wig,virgin_straight,22,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 233USD,,,,,,,5,,,,,
AST-0216,insta-ads/IMG_4218.jpeg,raw-bone-straight-24in-5x5-brown-wig-262usd-8.jpg,assets/processed/raw-bone-straight-24in-5x5-brown-wig-262usd-8.jpg,image,jpg,Local,,2026-04-03,processed,,wig,bone_straight,24,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 262USD,,,,,,,5,,,,,
AST-0217,insta-ads/IMG_4222.jpeg,raw-bone-straight-24in-5x5-brown-wig-262usd-2.jpg,assets/processed/raw-bone-straight-24in-5x5-brown-wig-262usd-2.jpg,image,jpg,Local,,2026-04-03,processed,,wig,bone_straight,24,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 262USD,,,,,,,5,,,,,
AST-0218,insta-ads/IMG_5439.jpeg,raw-bone-straight-22in-frontal-42usd.jpg,assets/processed/raw-bone-straight-22in-frontal-42usd.jpg,image,jpg,Local,,2026-04-03,processed,,frontal,bone_straight,22,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 42USD,,,,,,,5,,,,,
AST-0219,insta-ads/IMG_7863.jpeg,virgin-body-wave-14in-red-black-wig-128usd-3.jpg,assets/processed/virgin-body-wave-14in-red-black-wig-128usd-3.jpg,image,jpg,Local,,2026-04-03,processed,,wig,body_wave,14,,,,,,,,,,,yes,yes,yes,yes,no,no,Price: 128USD,,,,,,,5,,,,,
